filter_id,variant,expression,layman_explanation,stat,source
NO71F201,ones,1 not in combo_digits and 2 not in combo_digits and 3 not in combo_digits,Eliminate if ( AND (1 not in,2/311,keeper
NO75F196,ones,"not any(d in combo_digits for d in [1,2,3]",Eliminate if ( AND (not any(d in ),2/311,keeper
NO78F720,ones,sum(1 for d in combo_digits if d in seed_digits) > 3,Eliminate if ( AND (sum(1 for d in  is > 3),303/311,keeper
NO81F217,ones,len(set(combo_vtracs))<=2,Eliminate if the combination uses only 1 or 2 V-Trac groups.,0/311,keeper
NO82F185,ones,"len(set(combo_digits)) == 3 and sorted(Counter(combo_digits).values)==[1,2,2]",Eliminate if the combo contains repeated digits pattern (pairs or triples).,0/311,keeper
NO9F244,ones,winner==34 and seed<30,Eliminate if ( AND (winner valueequals34 AND seed valueis <30),4/311,keeper
NVR290F200,ones,"any(d == mirror.get(int(str(seed)[-1]),-1) for d in combo_digits","Eliminate if ( AND (any(d equals mirror.get(int(str(seed value)[-1]),-1) for d in )",193/311,keeper
NVR617F316,ones,abs(winner - seed) <=13,Eliminate if ( AND (abs(winner value - seed value) is ≤13),280/311,keeper
NVR643F315,ones,abs(winner - seed) <=14,Eliminate if ( AND (abs(winner value - seed value) is ≤14),286/311,keeper
Nvr390F548,ones,"any(mirror.get(d,None) in combo_digits for d in combo_digits","Eliminate if ( AND (any(mirror.get(d,None) in )",305/311,keeper
REV_1F605_ones,ones,len(set(combo_digits).intersection(seed_digits)) <= 3,Eliminate if the combination meets the condition: len(set(combo_digits).intersection(seed_digits)) <= 3,242/311,reversed
REV_1F606_ones,ones,len(set(combo_digits).intersection(seed_digits)) <= 3,Eliminate if the combination meets the condition: len(set(combo_digits).intersection(seed_digits)) <= 3,242/311,reversed
REV_1F617_ones,ones,len(set(combo_digits).intersection(seed_digits)) <= 3,Eliminate if the combination meets the condition: len(set(combo_digits).intersection(seed_digits)) <= 3,242/311,reversed
REV_254F555_ones,ones,sum(1 for d in combo_digits if mirror.get(d) in combo_digits) < 4,Eliminate if ( AND (sum(1 for d in  in  is < 4),262/311,reversed
REV_346F551_ones,ones,"any(mirror.get(d,None) in combo_digits for d in combo_digits) and not all(d % 2 != 1 for d in combo_digits","Eliminate if ( AND (any(mirror.get(d,None) in  AND not all(d % 2 != 1 for d in )",305/311,reversed
REV_4F565_ones,ones,len(set(combo_digits).intersection(seed_digits)) <= 1,Eliminate if the combination meets the condition: len(set(combo_digits).intersection(seed_digits)) <= 1,311/311,reversed
REV_5F566_ones,ones,len(set(combo_digits).intersection(seed_digits)) <= 2,Eliminate if the combination meets the condition: len(set(combo_digits).intersection(seed_digits)) <= 2,298/311,reversed
REV_5F569_ones,ones,len(set(combo_digits).intersection(seed_digits)) < 3,Eliminate if the combination meets the condition: len(set(combo_digits).intersection(seed_digits)) < 3,298/311,reversed
REV_5F570_ones,ones,list(Counter(combo_digits).values).count(2) + list(Counter(combo_digits).values).count(3) <= 1,Eliminate if ( AND (list(Counter(.values()).count(2) + list(Counter(.values()).count(3) is ≤ 1),271/311,reversed
REV_NO110F721_ones,ones,len(set(combo_digits) & set(seed_digits)) <= 2,Eliminate if the combination shares too many digits with the seed.,298/311,reversed
REV_NO296F549_ones,ones,"any(mirror.get(d,None) in combo_digits for d in combo_digits) and max(combo_digits) - min(combo_digits) <= 4","Eliminate if ( AND (any(mirror.get(d,None) in  AND max( - min( is ≤ 4)",305/311,reversed
REV_NO467F354_ones,ones,"any(mirror.get(d,-1) in combo_digits for d in combo_digits","Eliminate if ( AND (any(mirror.get(d,-1) in )",305/311,reversed
REV_NO659F314_ones,ones,abs(winner - seed) >15,Eliminate if ( AND (abs(winner value - seed value) is >15),293/311,reversed
REV_NO78F720_ones,ones,sum(1 for d in combo_digits if d in seed_digits) <= 3,Eliminate if ( AND (sum(1 for d in  is ≤ 3),303/311,reversed
REV_NVR617F316_ones,ones,abs(winner - seed) >13,Eliminate if ( AND (abs(winner value - seed value) is >13),280/311,reversed
REV_NVR643F315_ones,ones,abs(winner - seed) >14,Eliminate if ( AND (abs(winner value - seed value) is >14),286/311,reversed
REV_Nvr390F548_ones,ones,"any(mirror.get(d,None) in combo_digits for d in combo_digits","Eliminate if ( AND (any(mirror.get(d,None) in )",305/311,reversed
